Country Name,Country Code,Series Name,Series Code,2011 [YR2011]
Spain,ESP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3
Spain,ESP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.1
Spain,ESP,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,25.41762601
Spain,ESP,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Spain,ESP,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Spain,ESP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.34
Sri Lanka,LKA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.3
Sri Lanka,LKA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.512
Sri Lanka,LKA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.65324409
Sri Lanka,LKA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Sri Lanka,LKA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Sri Lanka,LKA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.206
St. Kitts and Nevis,KNA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.6
St. Kitts and Nevis,KNA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.53
St. Kitts and Nevis,KNA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.90776433
St. Kitts and Nevis,KNA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
St. Kitts and Nevis,KNA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
St. Kitts and Nevis,KNA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.74
St. Lucia,LCA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.7
St. Lucia,LCA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.55
St. Lucia,LCA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.4438683
St. Lucia,LCA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
St. Lucia,LCA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
St. Lucia,LCA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.522
St. Martin (French part),MAF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
St. Martin (French part),MAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.562
St. Martin (French part),MAF,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.333333333
St. Martin (French part),MAF,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
St. Martin (French part),MAF,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
St. Martin (French part),MAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.41
St. Vincent and the Grenadines,VCT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.3
St. Vincent and the Grenadines,VCT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.484
St. Vincent and the Grenadines,VCT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,13.14152951
St. Vincent and the Grenadines,VCT,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
St. Vincent and the Grenadines,VCT,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
St. Vincent and the Grenadines,VCT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.101
Sudan,SDN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,49.7
Sudan,SDN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.91
Sudan,SDN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.442166855
Sudan,SDN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Sudan,SDN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Sudan,SDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.96
Suriname,SUR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.2
Suriname,SUR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.06
Suriname,SUR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.3931727
Suriname,SUR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Suriname,SUR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Suriname,SUR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.587
Sweden,SWE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.5
Sweden,SWE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.8
Sweden,SWE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,28.75049777
Sweden,SWE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,16.04201
Sweden,SWE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,12.82797
Sweden,SWE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.9
Switzerland,CHE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.9
Switzerland,CHE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.2
Switzerland,CHE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,25.04873171
Switzerland,CHE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Switzerland,CHE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Switzerland,CHE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.52
syria,SYR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.8
syria,SYR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.52
syria,SYR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.735733143
syria,SYR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
syria,SYR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
syria,SYR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.283
Tajikistan,TJK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,36
Tajikistan,TJK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.274
Tajikistan,TJK,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.160663659
Tajikistan,TJK,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Tajikistan,TJK,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Tajikistan,TJK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.456
Tanzania,TZA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,45.5
Tanzania,TZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.076
Tanzania,TZA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.662916018
Tanzania,TZA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Tanzania,TZA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Tanzania,TZA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.207
Thailand,THA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.1
Thailand,THA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.95
Thailand,THA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,12.75558828
Thailand,THA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Thailand,THA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Thailand,THA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.597
Timor-Leste,TLS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,57.1
Timor-Leste,TLS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.667
Timor-Leste,TLS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.265790798
Timor-Leste,TLS,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Timor-Leste,TLS,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Timor-Leste,TLS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.656
Togo,TGO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,56.8
Togo,TGO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.632
Togo,TGO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.008125569
Togo,TGO,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Togo,TGO,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Togo,TGO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.917
Tonga,TON,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.1
Tonga,TON,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.943
Tonga,TON,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.26963312
Tonga,TON,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Tonga,TON,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Tonga,TON,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.842
Trinidad and Tobago,TTO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.8
Trinidad and Tobago,TTO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.781
Trinidad and Tobago,TTO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.712563633
Trinidad and Tobago,TTO,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Trinidad and Tobago,TTO,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Trinidad and Tobago,TTO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.713
Tunisia,TUN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.5
Tunisia,TUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.934
Tunisia,TUN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.989894662
Tunisia,TUN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Tunisia,TUN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Tunisia,TUN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.191
Turkiye,TUR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.5
Turkiye,TUR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.638
Turkiye,TUR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.633404961
Turkiye,TUR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Turkiye,TUR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Turkiye,TUR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.133
Turkmenistan,TKM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,36.8
Turkmenistan,TKM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.969
Turkmenistan,TKM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.912842072
Turkmenistan,TKM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Turkmenistan,TKM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Turkmenistan,TKM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.892
Turks and Caicos Islands,TCA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.9
Turks and Caicos Islands,TCA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.488
Turks and Caicos Islands,TCA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.67712472
Turks and Caicos Islands,TCA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Turks and Caicos Islands,TCA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Turks and Caicos Islands,TCA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.693
Tuvalu,TUV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.1
Tuvalu,TUV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.512
Tuvalu,TUV,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.493109646
Tuvalu,TUV,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Tuvalu,TUV,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Tuvalu,TUV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.478
Uganda,UGA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47.1
Uganda,UGA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,42.434
Uganda,UGA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,3.174929971
Uganda,UGA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Uganda,UGA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Uganda,UGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.935
Ukraine,UKR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.6
Ukraine,UKR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11
Ukraine,UKR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,21.63397663
Ukraine,UKR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Ukraine,UKR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Ukraine,UKR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.459
United Arab Emirates,ARE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,7.2
United Arab Emirates,ARE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.292
United Arab Emirates,ARE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,0.28913744
United Arab Emirates,ARE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
United Arab Emirates,ARE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
United Arab Emirates,ARE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.724
United Kingdom,GBR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.3
United Kingdom,GBR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.8
United Kingdom,GBR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,25.23474979
United Kingdom,GBR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
United Kingdom,GBR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
United Kingdom,GBR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.91
United States,USA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.1
United States,USA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.7
United States,USA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.81041551
United States,USA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,15.20833
United States,USA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,9.66667
United States,USA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.8945
Uruguay,URY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9
Uruguay,URY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.223
Uruguay,URY,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,22.70009587
Uruguay,URY,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Uruguay,URY,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Uruguay,URY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.008
Uzbekistan,UZB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.9
Uzbekistan,UZB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.2
Uzbekistan,UZB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.728431885
Uzbekistan,UZB,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Uzbekistan,UZB,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Uzbekistan,UZB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.236
Vanuatu,VUT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,24
Vanuatu,VUT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.279
Vanuatu,VUT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.581342672
Vanuatu,VUT,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Vanuatu,VUT,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Vanuatu,VUT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.151
"Venezuela, RB",VEN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.8
"Venezuela, RB",VEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.466
"Venezuela, RB",VEN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.069327911
"Venezuela, RB",VEN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
"Venezuela, RB",VEN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
"Venezuela, RB",VEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.444
Viet Nam,VNM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,18.2
Viet Nam,VNM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.929
Viet Nam,VNM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.371786613
Viet Nam,VNM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Viet Nam,VNM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Viet Nam,VNM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.902
Virgin Islands (U.S.),VIR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Virgin Islands (U.S.),VIR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.8
Virgin Islands (U.S.),VIR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,22.16402169
Virgin Islands (U.S.),VIR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Virgin Islands (U.S.),VIR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Virgin Islands (U.S.),VIR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.16
West Bank and Gaza,PSE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,18.2
West Bank and Gaza,PSE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.382
West Bank and Gaza,PSE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.206497751
West Bank and Gaza,PSE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
West Bank and Gaza,PSE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
West Bank and Gaza,PSE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.274
Yemen,YEM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,45.4
Yemen,YEM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.49
Yemen,YEM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.120498958
Yemen,YEM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Yemen,YEM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Yemen,YEM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.744
Zambia,ZMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,50.2
Zambia,ZMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.162
Zambia,ZMB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,3.328273558
Zambia,ZMB,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Zambia,ZMB,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Zambia,ZMB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.271
Zimbabwe,ZWE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,51.4
Zimbabwe,ZWE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.205
Zimbabwe,ZWE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.532949546
Zimbabwe,ZWE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Zimbabwe,ZWE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Zimbabwe,ZWE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.096
